sn,name,type,package_kind,priority,complexity,scene,biz_line,risk_mechanism,assigned_agents,source_folder,source_title,topic,risk_terms,data_terms,method_terms,audit_goal,data_dependencies,output_type,source_file
MAGFIN-0036,内控视角的高校所属单位财务监管问题研究案例指标包,杂志指标包,indicator_pack,P1,L3,金融审计 / 国企审计 / 监督检查与经费舞弊,财政监督/金融审计,绩效偏离,data_scout / contract_hound,财政监督,基于内控视角的高校所属单位财务监管问题研究,内控视角的高校所属单位财务监管问题研究,异常；风险；内控；绩效；违法；腐败,清单；支付；预算；决算；问卷；样本；报表；结算；资产；资金；会计,规则；评价；分析；研究；体系；机制；方法,基于杂志案例《基于内控视角的高校所属单位财务监管问题研究》提炼“内控视角的高校所属单位财务监管问题研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,内控视角的高校所属单位财务监管问题研究指标、标准值、实际值、偏离率、评分和扣分原因,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\23.基于内控视角的高校所属单位财务监管问题研究.md
MAGBUD-0061,多维精益管理体系的地市供电企业案例检测算法,杂志案例算法,algorithm,P0,L3,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,财政监督,基于多维精益管理体系的地市供电企业,多维精益管理体系的地市供电企业,重复；绩效,数据；清单；预算；指标；结算；资产；会计,模型；规则；指标；评价；关联；识别；测算；分析；勾稽；验证；研究；体系,基于杂志案例《基于多维精益管理体系的地市供电企业》提炼“多维精益管理体系的地市供电企业”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,多维精益管理体系的地市供电企业疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\23.基于多维精益管理体系的地市供电企业.md
MAGSOC-0056,企业财务管理转型目标探讨案例检测算法,杂志案例算法,algorithm,P0,L4,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,财政监督,数字化背景下企业财务管理转型目标探讨,企业财务管理转型目标探讨,风险；重复；内控；真实性；预警,数据；支付；流水；预算；指标；报表；采购；资产；资金；会计,指标；预警；分析；研究；体系；路径；机制；数字化；大数据；人工智能,基于杂志案例《数字化背景下企业财务管理转型目标探讨》提炼“企业财务管理转型目标探讨”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,企业财务管理转型目标探讨疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\24.数字化背景下企业财务管理转型目标探讨.md
MAGTAX-0033,数字经济时代企业财务管理变革研究案例检测算法,杂志案例算法,algorithm,P0,L3,税务审计 / 预算执行与财政管理 / 财政与政府债务,财政监督/税务审计,案例规则,data_scout / law_inspector,财政监督,数字经济时代企业财务管理变革研究,数字经济时代企业财务管理变革研究,风险；重复；损失；内控；绩效；偏离；预警；失真；隐患,数据；合同；支付；预算；指标；报表；审批；采购；资产；税收；资金；会计,指标；关联；预警；识别；分析；研究；体系；路径；机制；数字化；大数据；人工智能,基于杂志案例《数字经济时代企业财务管理变革研究》提炼“数字经济时代企业财务管理变革研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；纳税申报表；发票明细；税收优惠台账,数字经济时代企业财务管理变革研究疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\24.数字经济时代企业财务管理变革研究.md
MAGFIN-0037,建筑行业货币资金内部控制优化的案例研究案例检测算法,杂志案例算法,algorithm,P0,L3,金融审计 / 国企审计 / 监督检查与经费舞弊,财政监督/金融审计,案例规则,data_scout / contract_hound,财政监督,建筑行业货币资金内部控制优化的案例研究,建筑行业货币资金内部控制优化的案例研究,违规；风险；舞弊；重复；挪用；套取；损失；截留；内控；缺陷；预警；违法,数据；清单；明细；发票；凭证；支付；预算；审批；结算；资金；会计,预警；识别；分析；审查；研究；体系；机制；数字化；大数据,基于杂志案例《建筑行业货币资金内部控制优化的案例研究》提炼“建筑行业货币资金内部控制优化的案例研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,建筑行业货币资金内部控制优化的案例研究疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\25.建筑行业货币资金内部控制优化的案例研究.md
MAGSOC-0057,依法审查监督开拓人大预算审查监督新局面案例检测算法,杂志案例算法,algorithm,P0,L3,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,财政监督,依法审查监督开拓人大预算审查监督新局面,依法审查监督开拓人大预算审查监督新局面,风险；绩效,支付；预算；决算；指标；申报；资金；审计报告,算法；指标；评价；分析；审查；研究；体系；机制；方法,基于杂志案例《依法审查监督开拓人大预算审查监督新局面》提炼“依法审查监督开拓人大预算审查监督新局面”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,依法审查监督开拓人大预算审查监督新局面疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.依法审查监督开拓人大预算审查监督新局面.md
MAGSUPV-0113,健全现代预算制度助力经济高质量发展内控核查包,杂志内控包,control_pack,P1,L2,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,内控缺陷,review_sentinel / data_scout,财政监督,健全现代预算制度助力经济高质量发展,健全现代预算制度助力经济高质量发展,违规；风险；重复；低效；闲置；真实性；绩效；预警；违法；隐患,数据；支付；预算；决算；审批；采购；绩效目标；资产；申报；资金；会计,算法；规则；评价；预警；监测；勾稽；研究；体系；机制；方法；大数据,基于杂志案例《健全现代预算制度助力经济高质量发展》提炼“健全现代预算制度助力经济高质量发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,健全现代预算制度助力经济高质量发展控制点、缺陷类型、责任环节、整改建议、复核状态,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.健全现代预算制度助力经济高质量发展.md
MAGSUPV-0114,共同富裕背景下完善分配制度的财会监督体系优化研究内控核查包,杂志内控包,control_pack,P1,L2,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,内控缺陷,review_sentinel / data_scout,财政监督,共同富裕背景下完善分配制度的财会监督体系优化研究,共同富裕背景下完善分配制度的财会监督体系优化研究,风险；虚假；损失；闲置；偏离；预警；违法,数据；支付；预算；采购；资产；税收；资金；会计；审计报告,算法；预警；分析；研究；体系；路径；机制；大数据,基于杂志案例《共同富裕背景下完善分配制度的财会监督体系优化研究》提炼“共同富裕背景下完善分配制度的财会监督体系优化研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,共同富裕背景下完善分配制度的财会监督体系优化研究控制点、缺陷类型、责任环节、整改建议、复核状态,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.共同富裕背景下完善分配制度的财会监督体系优化研究.md
MAGSUPV-0115,凝心聚力以财政新作为新担当推动高质量发展案例检测算法,杂志案例算法,algorithm,P1,L3,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,真实性,review_sentinel / data_scout,财政监督,凝心聚力以财政新作为新担当推动高质量发展,凝心聚力以财政新作为新担当推动高质量发展,风险；内控；绩效；预警,支付；预算；资产；税收；资金；会计,规则；评价；预警；监测；分析；研究；体系；机制；方法；数字化,基于杂志案例《凝心聚力以财政新作为新担当推动高质量发展》提炼“凝心聚力以财政新作为新担当推动高质量发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,凝心聚力以财政新作为新担当推动高质量发展疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.凝心聚力以财政新作为新担当推动高质量发展.md
MAGSUPV-0116,加快推进我国新型财会监督体系建设的对策研究案例检测算法,杂志案例算法,algorithm,P0,L3,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,财政监督,加快推进我国新型财会监督体系建设的对策研究,加快推进我国新型财会监督体系建设的对策研究,违规；异常；风险；虚假；重复；串标；围标；内控；完整性；绩效；预警；违法,数据；凭证；支付；预算；决算；问卷；报表；采购；招标；投标；绩效目标；资产,算法；规则；评价；关联；预警；分析；研究；体系；机制；大数据,基于杂志案例《加快推进我国新型财会监督体系建设的对策研究》提炼“加快推进我国新型财会监督体系建设的对策研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,加快推进我国新型财会监督体系建设的对策研究疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.加快推进我国新型财会监督体系建设的对策研究.md
MAGSUPV-0117,完善重大财政政策绩效评价机制探索案例检测算法,杂志案例算法,algorithm,P0,L3,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,财政监督,完善重大财政政策绩效评价机制探索,完善重大财政政策绩效评价机制探索,挪用；截留；绩效,数据；清单；预算；指标；问卷；采购；招标；投标；绩效目标；资金；会计,指标；评价；评分；核查；分析；验证；研究；体系；机制；方法；数字化,基于杂志案例《完善重大财政政策绩效评价机制探索》提炼“完善重大财政政策绩效评价机制探索”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,完善重大财政政策绩效评价机制探索疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.完善重大财政政策绩效评价机制探索.md
MAGSUPV-0118,强化预算执行监督推进财政预算与绩效管理一体化案例检测算法,杂志案例算法,algorithm,P0,L3,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,财政监督,强化预算执行监督推进财政预算与绩效管理一体化,强化预算执行监督推进财政预算与绩效管理一体化,风险；损失；绩效；隐患,数据；支付；预算；指标；问卷；审批；结算；绩效目标；资金,指标；评价；核查；分析；研究；体系；机制；方法；大数据,基于杂志案例《强化预算执行监督推进财政预算与绩效管理一体化》提炼“强化预算执行监督推进财政预算与绩效管理一体化”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,强化预算执行监督推进财政预算与绩效管理一体化疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.强化预算执行监督推进财政预算与绩效管理一体化.md
MAGBUD-0062,政府补贴项目全成本预算绩效管理实践探索案例检测算法,杂志案例算法,algorithm,P0,L3,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,财政监督,政府补贴项目全成本预算绩效管理实践探索,政府补贴项目全成本预算绩效管理实践探索,异常；损失；低效；绩效,数据；合同；预算；决算；指标；项目库；采购；绩效目标；申报；资金,指标；评价；关联；监测；测算；分析；审查；研究；体系；机制；方法,基于杂志案例《政府补贴项目全成本预算绩效管理实践探索》提炼“政府补贴项目全成本预算绩效管理实践探索”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,政府补贴项目全成本预算绩效管理实践探索疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.政府补贴项目全成本预算绩效管理实践探索.md
MAGBUD-0063,政府采购预算绩效管理实践及建议案例检测算法,杂志案例算法,algorithm,P0,L3,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,财政监督,政府采购预算绩效管理实践及建议,政府采购预算绩效管理实践及建议,串标；围标；绩效,数据；合同；支付；预算；指标；项目库；审批；采购；招标；投标；绩效目标；资金,算法；指标；评价；研究；体系；路径；机制；方法,基于杂志案例《政府采购预算绩效管理实践及建议》提炼“政府采购预算绩效管理实践及建议”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,政府采购预算绩效管理实践及建议疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.政府采购预算绩效管理实践及建议.md
MAGAGR-0036,涉农整合类项目绩效重点评价的难点及解决思路案例指标包,杂志指标包,indicator_pack,P1,L3,农业农村审计 / 金融审计 / 财政与政府债务,财政监督/农业农村审计,绩效偏离,data_scout / law_inspector,财政监督,涉农整合类项目绩效重点评价的难点及解决思路,涉农整合类项目绩效重点评价的难点及解决思路,重复；绩效,数据；预算；指标；问卷；绩效目标；资金,指标；评价；评分；关联；抽样；分析；研究；体系；路径；机制；方法,基于杂志案例《涉农整合类项目绩效重点评价的难点及解决思路》提炼“涉农整合类项目绩效重点评价的难点及解决思路”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,涉农整合类项目绩效重点评价的难点及解决思路指标、标准值、实际值、偏离率、评分和扣分原因,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.涉农整合类项目绩效重点评价的难点及解决思路.md
MAGSUPV-0119,积极打造财会监督“山东特色”服务保障经济社会高质量发展案例检测算法,杂志案例算法,algorithm,P0,L3,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,真实性,review_sentinel / data_scout,财政监督,积极打造财会监督“山东特色”服务保障经济社会高质量发展,积极打造财会监督“山东特色”服务保障经济社会高质量发展,违规；风险；内控；绩效；预警；违法,数据；预算；指标；采购；资产；资金；会计,指标；核查；预警；体系；机制；大数据,基于杂志案例《积极打造财会监督“山东特色”服务保障经济社会高质量发展》提炼“积极打造财会监督“山东特色”服务保障经济社会高质量发展”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,积极打造财会监督“山东特色”服务保障经济社会高质量发展疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.积极打造财会监督“山东特色” 服务保障经济社会高质量发展.md
MAGAGR-0037,规范省以下财政管理的困境及建议案例规则包,杂志规则包,rule_pack,P1,L2,农业农村审计 / 金融审计 / 财政与政府债务,财政监督/农业农村审计,合规性,data_scout / law_inspector,财政监督,规范省以下财政管理的困境及建议,规范省以下财政管理的困境及建议,违规；风险；隐患,数据；清单；合同；支付；预算；审批；结算；资产；税收；资金,算法；分析；研究；机制；方法；大数据,基于杂志案例《规范省以下财政管理的困境及建议》提炼“规范省以下财政管理的困境及建议”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；合同流水；授信审批；还款记录,规范省以下财政管理的困境及建议规则编号、触发条件、适用场景、证据资料、处理建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.规范省以下财政管理的困境及建议.md
MAGBUD-0064,财会监督新形势下内控信息化建设路径实践和探讨案例检测算法,杂志案例算法,algorithm,P0,L3,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,财政监督,财会监督新形势下内控信息化建设路径实践和探讨,财会监督新形势下内控信息化建设路径实践和探讨,违规；风险；内控；缺陷；绩效；预警；漏洞,数据；清单；支付；预算；指标；项目库；资产；资金,规则；指标；评价；核查；预警；分析；研究；体系；路径；机制,基于杂志案例《财会监督新形势下内控信息化建设路径实践和探讨》提炼“财会监督新形势下内控信息化建设路径实践和探讨”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,财会监督新形势下内控信息化建设路径实践和探讨疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.财会监督新形势下内控信息化建设路径实践和探讨.md
MAGFIN-0038,从内部控制信息化角度探索财会监督新模式案例检测算法,杂志案例算法,algorithm,P0,L3,金融审计 / 国企审计 / 监督检查与经费舞弊,财政监督/金融审计,案例规则,data_scout / contract_hound,财政监督,从内部控制信息化角度探索财会监督新模式,从内部控制信息化角度探索财会监督新模式,违规；风险；内控；不合规；真实性；偏离；失真；漏洞,数据；清单；明细；合同；发票；凭证；支付；预算；问卷；审批；采购；投标,规则；评价；核查；测算；分析；研究；体系；机制；大数据,基于杂志案例《从内部控制信息化角度探索财会监督新模式》提炼“从内部控制信息化角度探索财会监督新模式”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,从内部控制信息化角度探索财会监督新模式疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.从内部控制信息化角度探索财会监督新模式.md
MAGSOC-0058,全成本预算绩效管理实例分析案例检测算法,杂志案例算法,algorithm,P0,L3,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,财政监督,全成本预算绩效管理实例分析,全成本预算绩效管理实例分析,损失；低效；闲置；绩效,数据；清单；合同；发票；凭证；支付；预算；指标；问卷；采购；招标；绩效目标,指标；评价；测算；分析；验证；审查；研究；体系；路径；机制；方法,基于杂志案例《全成本预算绩效管理实例分析》提炼“全成本预算绩效管理实例分析”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,全成本预算绩效管理实例分析疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.全成本预算绩效管理实例分析.md
MAGAGR-0038,共同富裕目标下财会监督的重要使命探讨案例检测算法,杂志案例算法,algorithm,P0,L3,农业农村审计 / 金融审计 / 财政与政府债务,财政监督/农业农村审计,案例规则,data_scout / law_inspector,财政监督,共同富裕目标下财会监督的重要使命探讨,共同富裕目标下财会监督的重要使命探讨,违规；风险；损失；违法；隐患；漏洞,支付；预算；资产；申报；税收；资金,规则；关联；分析；体系；机制；数字化,基于杂志案例《共同富裕目标下财会监督的重要使命探讨》提炼“共同富裕目标下财会监督的重要使命探讨”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,共同富裕目标下财会监督的重要使命探讨疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.共同富裕目标下财会监督的重要使命探讨.md
MAGAGR-0039,完善省以下转移支付制度的思考案例规则包,杂志规则包,rule_pack,P1,L2,农业农村审计 / 金融审计 / 财政与政府债务,财政监督/农业农村审计,合规性,data_scout / law_inspector,财政监督,关于完善省以下转移支付制度的思考,完善省以下转移支付制度的思考,违规；风险；挪用；闲置；滞留；绩效；偏离,数据；合同；支付；预算；指标；项目库；投标；绩效目标；申报；税收；资金,算法；指标；评价；核查；分析；研究；体系；机制,基于杂志案例《关于完善省以下转移支付制度的思考》提炼“完善省以下转移支付制度的思考”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；合同流水；授信审批；还款记录,完善省以下转移支付制度的思考规则编号、触发条件、适用场景、证据资料、处理建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.关于完善省以下转移支付制度的思考.md
MAGSOC-0059,完善预算执行动态监控机制探索案例检测算法,杂志案例算法,algorithm,P0,L4,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,财政监督,大数据背景下完善预算执行动态监控机制探索,完善预算执行动态监控机制探索,违规；异常；风险；虚假；低效；不合规；绩效；预警；违法；漏洞,数据；支付；预算；决算；审批；绩效目标；资金,算法；规则；核查；预警；监测；识别；分析；审查；体系；机制；方法；大数据,基于杂志案例《大数据背景下完善预算执行动态监控机制探索》提炼“完善预算执行动态监控机制探索”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,完善预算执行动态监控机制探索疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.大数据背景下完善预算执行动态监控机制探索.md
MAGSOC-0060,完善地方人大预算绩效监督的思考案例检测算法,杂志案例算法,algorithm,P0,L3,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,案例规则,data_scout / performance_evaluator,财政监督,完善地方人大预算绩效监督的思考,完善地方人大预算绩效监督的思考,风险；内控；绩效；偏离；预警,数据；支付；预算；决算；指标；审批；绩效目标；资产；资金；审计报告,算法；模型；指标；评价；预警；分析；检测；审查；研究；体系；机制；方法,基于杂志案例《完善地方人大预算绩效监督的思考》提炼“完善地方人大预算绩效监督的思考”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,完善地方人大预算绩效监督的思考疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.完善地方人大预算绩效监督的思考.md
MAGSOC-0061,强化重大财政政策评价全面推进预算绩效管理案例指标包,杂志指标包,indicator_pack,P1,L3,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,财政监督/民生与社保医保,绩效偏离,data_scout / performance_evaluator,财政监督,强化重大财政政策评价全面推进预算绩效管理,强化重大财政政策评价全面推进预算绩效管理,完整性；绩效,数据；支付；预算；决算；指标；资金,指标；评价；关联；分析；研究；体系；机制,基于杂志案例《强化重大财政政策评价全面推进预算绩效管理》提炼“强化重大财政政策评价全面推进预算绩效管理”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,强化重大财政政策评价全面推进预算绩效管理指标、标准值、实际值、偏离率、评分和扣分原因,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.强化重大财政政策评价全面推进预算绩效管理.md
MAGAGR-0040,接续奋进有力保障全面推进中国式现代化案例检测算法,杂志案例算法,algorithm,P0,L3,农业农村审计 / 金融审计 / 财政与政府债务,财政监督/农业农村审计,案例规则,data_scout / law_inspector,财政监督,接续奋进有力保障全面推进中国式现代化,接续奋进有力保障全面推进中国式现代化,违规；风险；损失；绩效；预警；违法；隐患；漏洞,清单；支付；预算；指标；审批；采购；资产；税收；资金；会计,指标；穿透；预警；监测；研究；体系；路径；机制；数字化,基于杂志案例《接续奋进有力保障全面推进中国式现代化》提炼“接续奋进有力保障全面推进中国式现代化”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；合同流水；授信审批；还款记录,接续奋进有力保障全面推进中国式现代化疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.接续奋进有力保障全面推进中国式现代化.md
MAGAGR-0041,新历史起点上积极的财政政策案例检测算法,杂志案例算法,algorithm,P0,L3,农业农村审计 / 金融审计 / 财政与政府债务,财政监督/农业农村审计,案例规则,data_scout / law_inspector,财政监督,新历史起点上积极的财政政策,新历史起点上积极的财政政策,风险；截留；绩效,数据；支付；预算；指标；资产；税收；资金,规则；指标；评价；关联；回归；监测；分析；研究；体系；路径；机制；数字化,基于杂志案例《新历史起点上积极的财政政策》提炼“新历史起点上积极的财政政策”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；合同流水；授信审批；还款记录,新历史起点上积极的财政政策疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.新历史起点上积极的财政政策.md
MAGSUPV-0120,加强财会监督的应然之义、方向及举措案例检测算法,杂志案例算法,algorithm,P0,L3,监督检查与经费舞弊 / 全场景通用 / 金融审计,财政监督/监督检查与经费舞弊,案例规则,review_sentinel / data_scout,财政监督,新时代加强财会监督的应然之义、方向及举措,加强财会监督的应然之义、方向及举措,违规；风险；舞弊；违法；失真,数据；台账；预算；资产；资金；会计,算法；评价；分析；研究；体系；机制；方法；数字化,基于杂志案例《新时代加强财会监督的应然之义、方向及举措》提炼“加强财会监督的应然之义、方向及举措”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；合同流水；授信审批,加强财会监督的应然之义、方向及举措疑点清单、命中规则、风险等级、证据链、核查建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\4.新时代加强财会监督的应然之义、方向及举措.md
