case_id,package_sn,title,quality_score,quality_tier,linked_package_count,library_source,source_folder,source_top,source_file,scene,case_type,risk_terms,data_terms,method_terms,evidence_chain,summary
MAGISSUE-0449,,DOC260707-20260707111418,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\DOC260707-20260707111418.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《DOC260707-20260707111418》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0450,,财政监督2022年17期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2022年17期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2022年17期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0451,,财政监督2022年18期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2022年18期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2022年18期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0452,,财政监督2022年19期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2022年19期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2022年19期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0453,,财政监督2022年20期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2022年20期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2022年20期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0454,,财政监督2023年12期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年12期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年12期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0455,,财政监督2023年13期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年13期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年13期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0456,,财政监督2023年15期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年15期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年15期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0457,,财政监督2023年18期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年18期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年18期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0458,,财政监督2023年19期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年19期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年19期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0459,,财政监督2023年20期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年20期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年20期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0460,,财政监督2023年21期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年21期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年21期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0461,,财政监督2023年2期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2023年2期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2023年2期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0462,,财政监督2024年6期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2024年6期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2024年6期》作为来源索引保留，不直接重复生成算法包。
MAGISSUE-0463,,财政监督2024年7期,40,D,0,magazine_435_articles,财政监督,,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\财政监督2024年7期.md,全场景通用,整期期刊来源索引,,,,整刊目录；文章索引；案例回溯,整期期刊《财政监督2024年7期》作为来源索引保留，不直接重复生成算法包。
CASEV6D-001,,“一老一小”政策落实情况审计关注重点,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“一老一小”政策落实情况审计关注重点.md,民生与社保医保 / 绩效评价 / 金融审计,期刊文章案例/经验,绩效；挪用,数据；清单；明细；预算,审查；评价；分析；核查；监测,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《“一老一小”政策落实情况审计关注重点》抽取审计场景、风险词、数据词和方法词，用于验证或升级民生与社保医保相关算法。
CASEV6D-002,,“两新”审计,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“两新”审计.md,财政与政府债务 / 预算执行与财政管理 / 绩效评价,期刊文章案例/经验,挪用,数据；审批；采购；凭证；指标,模型；指标；比对；测算；分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《“两新”审计》抽取审计场景、风险词、数据词和方法词，用于验证或升级工程与投资审计相关算法。
CASEV6D-003,,“两重”“两新”政策落实审计的思考,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“两重”“两新”政策落实审计的思考.md,财政与政府债务 / 预算执行与财政管理 / 绩效评价,期刊文章案例/经验,违规；重复；截留；挪用；真实性,招标；支付；采购；合同；预算,分析；指标；穿透；识别,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《“两重”“两新”政策落实审计的思考》抽取审计场景、风险词、数据词和方法词，用于验证或升级招投标与政府采购相关算法。
CASEV6D-004,,“收不回”的逾期贷款,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“收不回”的逾期贷款.md,金融审计 / 国企审计 / 监督检查与经费舞弊,期刊文章案例/经验,违规；风险；重复；损失；预警,审批；资产；台账；数据；清单,关联；核查；审查；分析；预警,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《“收不回”的逾期贷款》抽取审计场景、风险词、数据词和方法词，用于验证或升级金融审计相关算法。
CASEV6D-005,,以实干担使命 以匠心守初心——记山东省威海市文登区审计局赛婷羽,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以实干担使命 以匠心守初心——记山东省威海市文登区审计局赛婷羽.md,农业农村审计 / 民生与社保医保 / 工程与投资审计,期刊文章案例/经验,绩效；风险；闲置；违规；真实性,数据；资产；合同；台账；审批,核查；分析；审查；模型；穿透,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《以实干担使命 以匠心守初心——记山东省威海市文登区审计局赛婷羽》抽取审计场景、风险词、数据词和方法词，用于验证或升级农业农村审计相关算法。
CASEV6D-006,,以有力有效的审计监督助力上海在长三角一体化发展中更好发挥龙头带动作用,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以有力有效的审计监督助力上海在长三角一体化发展中更好发挥龙头带动作用.md,监督检查与经费舞弊 / 资源环境审计 / 国企审计,期刊文章案例/经验,风险,数据,模型,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《以有力有效的审计监督助力上海在长三角一体化发展中更好发挥龙头带动作用》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-007,,以正确政绩观书写审计“为民答卷”,76,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以正确政绩观书写审计“为民答卷”.md,民生与社保医保 / 监督检查与经费舞弊,期刊文章案例/经验,风险,,分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《以正确政绩观书写审计“为民答卷”》抽取审计场景、风险词、数据词和方法词，用于验证或升级民生与社保医保相关算法。
CASEV6D-008,,侯凯为审计署党员干部讲授树立和践行正确政绩观学习教育专题党课,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\侯凯为审计署党员干部讲授树立和践行正确政绩观学习教育专题党课.md,监督检查与经费舞弊 / 预算执行与财政管理 / 民生与社保医保,期刊文章案例/经验,违规；风险；虚假,预算；支付；采购,模型；核查；穿透,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《侯凯为审计署党员干部讲授树立和践行正确政绩观学习教育专题党课》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-009,,去向不明的会计档案,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\去向不明的会计档案.md,监督检查与经费舞弊 / 经济责任审计 / 预算执行与财政管理,期刊文章案例/经验,重复；套取；异常；挪用；违规,支付；明细；清单；数据；流水,核查；分析；比对；关联；审查,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《去向不明的会计档案》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-010,,国务院关于2025年度中央预算执行和其他财政收支的审计工作报告,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\国务院关于2025年度中央预算执行和其他财政收支的审计工作报告.md,财政与政府债务 / 预算执行与财政管理 / 绩效评价,期刊文章案例/经验,违规；风险；挪用；套取；闲置,资产；预算；支付；数据；采购,评价；审查；算法；指标；穿透,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《国务院关于2025年度中央预算执行和其他财政收支的审计工作报告》抽取审计场景、风险词、数据词和方法词，用于验证或升级金融审计相关算法。
CASEV6D-011,,城中村改造关键风险点审计思路,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\城中村改造关键风险点审计思路.md,工程与投资审计 / 财政与政府债务 / 资源环境审计,期刊文章案例/经验,风险；真实性；闲置；虚假；挪用,审批；数据；指标；台账；清单,核查；指标；比对；关联；审查,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《城中村改造关键风险点审计思路》抽取审计场景、风险词、数据词和方法词，用于验证或升级工程与投资审计相关算法。
CASEV6D-012,,审计署党组召开会议学习贯彻习近平总书记,60,C,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\审计署党组召开会议学习贯彻习近平总书记.md,监督检查与经费舞弊,期刊文章案例/经验,,,,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《审计署党组召开会议学习贯彻习近平总书记》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-013,,巩固深化“科学规范提升年”行动成果以高质量审计监督保障实现“十五五”良好开局,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\巩固深化“科学规范提升年”行动成果以高质量审计监督保障实现“十五五”良好开局.md,金融审计 / 监督检查与经费舞弊 / 民生与社保医保,期刊文章案例/经验,风险；挪用；虚假；套取；截留,预算；资产；清单；采购,评价；分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《巩固深化“科学规范提升年”行动成果以高质量审计监督保障实现“十五五”良好开局》抽取审计场景、风险词、数据词和方法词，用于验证或升级金融审计相关算法。
CASEV6D-014,,微动探测技术在隐蔽工程审计中的应用,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\微动探测技术在隐蔽工程审计中的应用.md,工程与投资审计 / 财政与政府债务 / 资源环境审计,期刊文章案例/经验,异常；违规,数据；结算；清单；明细,核查；验证；检测；分析；比对,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《微动探测技术在隐蔽工程审计中的应用》抽取审计场景、风险词、数据词和方法词，用于验证或升级工程与投资审计相关算法。
CASEV6D-015,,政治铸魂 固本强基为经济社会高质量发展提供审计保障,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\政治铸魂 固本强基为经济社会高质量发展提供审计保障.md,监督检查与经费舞弊 / 经济责任审计 / 民生与社保医保,期刊文章案例/经验,风险,清单；数据；台账；审批；资产,规则,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《政治铸魂 固本强基为经济社会高质量发展提供审计保障》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-016,,穿透式监管与高校内部审计融合路径探析,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\穿透式监管与高校内部审计融合路径探析.md,监督检查与经费舞弊 / 招投标与政府采购 / 预算执行与财政管理,期刊文章案例/经验,风险；违规；预警；异常；缺陷,数据；采购；资产；预算；审批,穿透；核查；关联；预警；识别,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《穿透式监管与高校内部审计融合路径探析》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-017,,筑梦苍穹：顾诵芬,58,C,0,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\筑梦苍穹：顾诵芬.md,全场景通用,期刊文章案例/经验,,数据,,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《筑梦苍穹：顾诵芬》抽取审计场景、风险词、数据词和方法词，用于验证或升级全场景通用相关算法。
CASEV6D-018,,精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结.md,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,期刊文章案例/经验,风险；违规；异常；重复；绩效,数据；采购；结算；招标；投标,分析；穿透；模型；规则；指标,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结》抽取审计场景、风险词、数据词和方法词，用于验证或升级民生与社保医保相关算法。
CASEV6D-019,,精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结.md,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,期刊文章案例/经验,风险；违规,数据；清单；采购；台账；支付,核查；分析；穿透；模型,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结》抽取审计场景、风险词、数据词和方法词，用于验证或升级民生与社保医保相关算法。
CASEV6D-020,,紧扣“一体化”和“高质量”推动“十五五”长三角一体化发展取得新突破,74,B,0,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\紧扣“一体化”和“高质量”推动“十五五”长三角一体化发展取得新突破.md,资源环境审计 / 经济责任审计 / 民生与社保医保,期刊文章案例/经验,风险；预警,数据；资产,规则；预警,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《紧扣“一体化”和“高质量”推动“十五五”长三角一体化发展取得新突破》抽取审计场景、风险词、数据词和方法词，用于验证或升级资源环境审计相关算法。
CASEV6D-021,,聚焦“两重”“两新”强化审计监督 推动十五五长三角一体化高质量发展,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\聚焦“两重”“两新”强化审计监督 推动十五五长三角一体化高质量发展.md,财政与政府债务 / 预算执行与财政管理 / 绩效评价,期刊文章案例/经验,套取；绩效,数据,穿透；分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《聚焦“两重”“两新”强化审计监督 推动十五五长三角一体化高质量发展》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-022,,聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结.md,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,期刊文章案例/经验,风险；违规；预警,数据；采购；清单；支付,分析；核查；模型；穿透；关联,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结》抽取审计场景、风险词、数据词和方法词，用于验证或升级民生与社保医保相关算法。
CASEV6D-023,,运用多技术融合模型核查违规投保骗取农业保险保费补贴问题——以Z市城乡融合发展政策落实情况专项审计为例,84,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\运用多技术融合模型核查违规投保骗取农业保险保费补贴问题——以Z市城乡融合发展政策落实情况专项审计为例.md,农业农村审计 / 金融审计 / 资源环境审计,期刊文章案例/经验,违规；真实性；重复；套取；绩效,数据；图斑；明细；合同；保单,分析；关联；核查；模型；穿透,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《运用多技术融合模型核查违规投保骗取农业保险保费补贴问题——以Z市城乡融合发展政策落实情况专项审计为例》抽取审计场景、风险词、数据词和方法词，用于验证或升级资源环境审计相关算法。
CASEV6D-024,,高举思想旗帜 凝聚奋进力量以审计文化建设赋能审计事业高质量发展,76,B,1,ocr_55_books_deep,,1中国审计_7期,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\高举思想旗帜 凝聚奋进力量以审计文化建设赋能审计事业高质量发展.md,监督检查与经费舞弊 / 农业农村审计 / 民生与社保医保,期刊文章案例/经验,绩效,数据；清单；遥感,,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《高举思想旗帜 凝聚奋进力量以审计文化建设赋能审计事业高质量发展》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-025,,内部控制视角下审计监督提升事业单位绩效管理路径研究,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\内部控制视角下审计监督提升事业单位绩效管理路径研究.md,监督检查与经费舞弊 / 经济责任审计 / 预算执行与财政管理,期刊文章案例/经验,绩效；风险；缺陷；真实性；违规,数据；绩效目标；指标；审批；清单,评价；分析；指标；关联；识别,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《内部控制视角下审计监督提升事业单位绩效管理路径研究》抽取审计场景、风险词、数据词和方法词，用于验证或升级绩效评价相关算法。
CASEV6D-026,,华中革命根据地战时审计机制与效能研究,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\华中革命根据地战时审计机制与效能研究.md,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,期刊文章案例/经验,风险；不合规,决算；预算；支付；数据；清单,审查；核查,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《华中革命根据地战时审计机制与效能研究》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-027,,印度审计署2023-2030年战略规划概况,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\印度审计署2023-2030年战略规划概况.md,监督检查与经费舞弊 / 绩效评价 / 民生与社保医保,期刊文章案例/经验,风险；绩效；异常；缺陷,数据；审批；资产,分析；监测；识别；规则；核查,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《印度审计署2023-2030年战略规划概况》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-028,,县域经济特色发展的典型模式与战略路径,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\县域经济特色发展的典型模式与战略路径.md,农业农村审计 / 资源环境审计 / 金融审计,期刊文章案例/经验,风险；预警,数据；资产,关联；预警；监测；分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《县域经济特色发展的典型模式与战略路径》抽取审计场景、风险词、数据词和方法词，用于验证或升级农业农村审计相关算法。
CASEV6D-029,,奋楫笃行担使命踔厉奋发启新程以高质量审计监督助力开创富民兴陇新局面,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\奋楫笃行担使命踔厉奋发启新程以高质量审计监督助力开创富民兴陇新局面.md,经济责任审计 / 监督检查与经费舞弊 / 农业农村审计,期刊文章案例/经验,风险；违规；绩效；损失,数据；清单；资产；支付；预算,评价；分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《奋楫笃行担使命踔厉奋发启新程以高质量审计监督助力开创富民兴陇新局面》抽取审计场景、风险词、数据词和方法词，用于验证或升级经济责任审计相关算法。
CASEV6D-030,,审判机关领导干部应当履行的推动法院工作高质量发展职责,74,B,0,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\审判机关领导干部应当履行的推动法院工作高质量发展职责.md,经济责任审计 / 监督检查与经费舞弊 / 预算执行与财政管理,期刊文章案例/经验,违规；损失,预算,评价；分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《审判机关领导干部应当履行的推动法院工作高质量发展职责》抽取审计场景、风险词、数据词和方法词，用于验证或升级经济责任审计相关算法。
CASEV6D-031,,山东省聊城市大气污染防治政策落实和资金管理使用情况专项审计实践,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\山东省聊城市大气污染防治政策落实和资金管理使用情况专项审计实践.md,资源环境审计 / 绩效评价 / 财政与政府债务,期刊文章案例/经验,违规；闲置；绩效；套取；虚假,采购；数据；合同；投标；招标,核查；模型；指标；监测；识别,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《山东省聊城市大气污染防治政策落实和资金管理使用情况专项审计实践》抽取审计场景、风险词、数据词和方法词，用于验证或升级招投标与政府采购相关算法。
CASEV6D-032,,我国审计学人才自主培养模式探索与创新2026年全国审计学专业教育联盟会议综述,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\我国审计学人才自主培养模式探索与创新2026年全国审计学专业教育联盟会议综述.md,监督检查与经费舞弊 / 经济责任审计 / 绩效评价,期刊文章案例/经验,风险；虚假,数据；指标；资产,分析；评价；模型；指标,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《我国审计学人才自主培养模式探索与创新2026年全国审计学专业教育联盟会议综述》抽取审计场景、风险词、数据词和方法词，用于验证或升级监督检查与经费舞弊相关算法。
CASEV6D-033,,政策性农业保险审计探讨,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\政策性农业保险审计探讨.md,农业农村审计 / 金融审计 / 资源环境审计,期刊文章案例/经验,风险；违规；虚假；重复；损失,理赔；数据；支付；预算；遥感,评价；核查；分析；关联；预警,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《政策性农业保险审计探讨》抽取审计场景、风险词、数据词和方法词，用于验证或升级金融审计相关算法。
CASEV6D-034,,数智化背景下供应链金融审计的实务难点与突破路径,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\数智化背景下供应链金融审计的实务难点与突破路径.md,金融审计 / 国企审计 / 监督检查与经费舞弊,期刊文章案例/经验,风险；预警；异常；内控；虚假,数据；支付；合同；指标；明细,穿透；核查；预警；分析；关联,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《数智化背景下供应链金融审计的实务难点与突破路径》抽取审计场景、风险词、数据词和方法词，用于验证或升级金融审计相关算法。
CASEV6D-035,,新修订的《上市公司治理准则》总体变化及其制度逻辑,74,B,0,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\新修订的《上市公司治理准则》总体变化及其制度逻辑.md,经济责任审计 / 监督检查与经费舞弊 / 国企审计,期刊文章案例/经验,风险；绩效；违规；损失；真实性,合同；审批；资产,规则；穿透；审查；识别；分析,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《新修订的《上市公司治理准则》总体变化及其制度逻辑》抽取审计场景、风险词、数据词和方法词，用于验证或升级经济责任审计相关算法。
CASEV6D-036,,汾渭平原大气污染联防联控现状及审计建议,84,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\汾渭平原大气污染联防联控现状及审计建议.md,资源环境审计 / 绩效评价 / 财政与政府债务,期刊文章案例/经验,预警；风险；超标；挪用；违规,数据；清单；指标,核查；预警；分析；指标；评价,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《汾渭平原大气污染联防联控现状及审计建议》抽取审计场景、风险词、数据词和方法词，用于验证或升级资源环境审计相关算法。
CASEV6D-037,,经济责任审计科学化制度化模块化探索以同类型县域党政主要领导干部 步开展经济责任审计为例,76,B,1,ocr_55_books_deep,,2经济责任审计_6期,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\经济责任审计科学化制度化模块化探索以同类型县域党政主要领导干部 步开展经济责任审计为例.md,经济责任审计 / 监督检查与经费舞弊 / 预算执行与财政管理,期刊文章案例/经验,,数据；指标；台账；清单；资产,评价；分析；指标；关联,背景事实；审计关注点；数据来源；分析方法；疑点定位；现场核查；处理整改,从《经济责任审计科学化制度化模块化探索以同类型县域党政主要领导干部 步开展经济责任审计为例》抽取审计场景、风险词、数据词和方法词，用于验证或升级经济责任审计相关算法。
