optimized_sn,previous_optimized_sn,sn,name,type,priority,complexity,quality_score,quality_tier,curation_status,scene,biz_line,risk_mechanism,assigned_agents,library_source,source_title,topic,source_file,audit_goal,data_dependencies,output_type,duplicate_merged_count,related_candidates
OPTBUD-0024,OPTBUD-0024,MAGBUD-0037,小议公众评判法在预算绩效管理中的运用案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,小议公众评判法在预算绩效管理中的运用,小议公众评判法在预算绩效管理中的运用,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\10.小议公众评判法在预算绩效管理中的运用.md,基于杂志案例《小议公众评判法在预算绩效管理中的运用》提炼“小议公众评判法在预算绩效管理中的运用”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,小议公众评判法在预算绩效管理中的运用疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0025,OPTBUD-0025,MAGBUD-0052,强化内控机制建设提升财政治理能力案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,强化内控机制建设提升财政治理能力,强化内控机制建设提升财政治理能力,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\15.强化内控机制建设提升财政治理能力.md,基于杂志案例《强化内控机制建设提升财政治理能力》提炼“强化内控机制建设提升财政治理能力”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,强化内控机制建设提升财政治理能力疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0026,OPTBUD-0026,MAGBUD-0057,拟上市民营企业内控体系建设探析与实践案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,拟上市民营企业内控体系建设探析与实践,拟上市民营企业内控体系建设探析与实践,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\18.拟上市民营企业内控体系建设探析与实践.md,基于杂志案例《拟上市民营企业内控体系建设探析与实践》提炼“拟上市民营企业内控体系建设探析与实践”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,拟上市民营企业内控体系建设探析与实践疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0027,OPTBUD-0027,MAGBUD-0071,推行绩效管理加强财会监督：如何落实《行政单位财务规则》新规(上)案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,推行绩效管理加强财会监督：如何落实《行政单位财务规则》新规(上),推行绩效管理加强财会监督：如何落实《行政单位财务规则》新规(上),D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\8.推行绩效管理加强财会监督：如何落实《行政单位财务规则》新规(上).md,基于杂志案例《推行绩效管理加强财会监督：如何落实《行政单位财务规则》新规(上)》提炼“推行绩效管理加强财会监督：如何落实《行政单位财务规则》新规(上)”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,推行绩效管理加强财会监督：如何落实《行政单位财务规则》新规(上)疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0028,OPTBUD-0028,MAGBUD-0062,政府补贴项目全成本预算绩效管理实践探索案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,政府补贴项目全成本预算绩效管理实践探索,政府补贴项目全成本预算绩效管理实践探索,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.政府补贴项目全成本预算绩效管理实践探索.md,基于杂志案例《政府补贴项目全成本预算绩效管理实践探索》提炼“政府补贴项目全成本预算绩效管理实践探索”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,政府补贴项目全成本预算绩效管理实践探索疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0029,OPTBUD-0029,MAGBUD-0063,政府采购预算绩效管理实践及建议案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,政府采购预算绩效管理实践及建议,政府采购预算绩效管理实践及建议,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.政府采购预算绩效管理实践及建议.md,基于杂志案例《政府采购预算绩效管理实践及建议》提炼“政府采购预算绩效管理实践及建议”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,政府采购预算绩效管理实践及建议疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0030,OPTBUD-0030,MAGBUD-0058,电力物资公司全流程预算绩效管理体系研究案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,电力物资公司全流程预算绩效管理体系研究,电力物资公司全流程预算绩效管理体系研究,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\20.电力物资公司全流程预算绩效管理体系研究.md,基于杂志案例《电力物资公司全流程预算绩效管理体系研究》提炼“电力物资公司全流程预算绩效管理体系研究”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,电力物资公司全流程预算绩效管理体系研究疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0031,OPTBUD-0031,MAGBUD-0068,行政事业性国有资产监管：如何持续提质增效(上)案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,行政事业性国有资产监管：如何持续提质增效(上),行政事业性国有资产监管：如何持续提质增效(上),D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\7.行政事业性国有资产监管：如何持续提质增效(上).md,基于杂志案例《行政事业性国有资产监管：如何持续提质增效(上)》提炼“行政事业性国有资产监管：如何持续提质增效(上)”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,行政事业性国有资产监管：如何持续提质增效(上)疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0032,OPTBUD-0032,MAGBUD-0064,财会监督新形势下内控信息化建设路径实践和探讨案例检测算法,杂志案例算法,P0,L3,100,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,财会监督新形势下内控信息化建设路径实践和探讨,财会监督新形势下内控信息化建设路径实践和探讨,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\3.财会监督新形势下内控信息化建设路径实践和探讨.md,基于杂志案例《财会监督新形势下内控信息化建设路径实践和探讨》提炼“财会监督新形势下内控信息化建设路径实践和探讨”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,财会监督新形势下内控信息化建设路径实践和探讨疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0033,OPTBUD-0033,PERFV6D-086,全面实施预算绩效管理实践指导-预算绩效管理绩效分析方法/250检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,全面实施预算绩效管理实践指导,预算绩效管理绩效分析方法/250,E:\2026\审计方法&政策文件\_ocr_output\预算\全面实施预算绩效管理实践指导.pdf.md,基于《全面实施预算绩效管理实践指导》中“预算绩效管理绩效分析方法/250”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效管理绩效分析方法/250疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0034,OPTBUD-0034,BUDV6D-021,全面实施预算绩效管理案例解读-全面实施预算绩效管理案例解读.pdf检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,全面实施预算绩效管理案例解读,全面实施预算绩效管理案例解读.pdf,E:\2026\审计方法&政策文件\_ocr_output\预算\全面实施预算绩效管理案例解读.pdf.md,基于《全面实施预算绩效管理案例解读》中“全面实施预算绩效管理案例解读.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,全面实施预算绩效管理案例解读.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0035,OPTBUD-0035,BUDV6D-028,成本预算绩效分析方法与案例-成本预算绩效分析方法与案例.pdf检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,成本预算绩效分析方法与案例,成本预算绩效分析方法与案例.pdf,E:\2026\审计方法&政策文件\_ocr_output\预算\成本预算绩效分析方法与案例.pdf.md,基于《成本预算绩效分析方法与案例》中“成本预算绩效分析方法与案例.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,成本预算绩效分析方法与案例.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0036,OPTBUD-0036,SUPVV6D-029,政府审计理论与实务-财政部门组织预算执行情况审计检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,政府审计理论与实务,财政部门组织预算执行情况审计,E:\2026\审计方法&政策文件\_ocr_output\通用\政府审计理论与实务.pdf.md,基于《政府审计理论与实务》中“财政部门组织预算执行情况审计”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,财政部门组织预算执行情况审计疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0037,OPTBUD-0037,BUDV6D-035,政府部门预算管理-政府部门预算管理.pdf检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,政府部门预算管理,政府部门预算管理.pdf,E:\2026\审计方法&政策文件\_ocr_output\预算\政府部门预算管理.pdf.md,基于《政府部门预算管理》中“政府部门预算管理.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,政府部门预算管理.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0038,OPTBUD-0038,MAGBUD-0002,政府采购中的财务风险防控与审计监督案例检测算法,杂志案例算法,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,四川注册会计师/预算执行与财政管理,异常性,budget_estimator / data_scout,magazine_435_articles,政府采购中的财务风险防控与审计监督,政府采购中的财务风险防控与审计监督,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\009.政府采购中的财务风险防控与审计监督.md,基于杂志案例《政府采购中的财务风险防控与审计监督》提炼“政府采购中的财务风险防控与审计监督”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,政府采购中的财务风险防控与审计监督疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0039,OPTBUD-0039,ENGV6D-025,新能源发电工竣工决算编制理论与实务-新能源发电工程建设程序检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,新能源发电工竣工决算编制理论与实务,新能源发电工程建设程序,E:\2026\审计方法&政策文件\_ocr_output\预算\新能源发电工竣工决算编制理论与实务.pdf.md,基于《新能源发电工竣工决算编制理论与实务》中“新能源发电工程建设程序”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,新能源发电工程建设程序疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0040,OPTBUD-0040,ENGV6D-035,水利基本建设项目竣工财务决算编制教程-预算执行偏离检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,水利基本建设项目竣工财务决算编制教程,预算执行偏离,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md,基于《水利基本建设项目竣工财务决算编制教程》中“预算执行偏离”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算执行偏离疑点清单、风险等级、命中规则、涉及金额、核查建议,2,ENGV6D-019；BUDV6D-043
OPTBUD-0041,OPTBUD-0041,BUDV6D-001,财政审计-预算分配管理审计检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,财政审计,预算分配管理审计,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计.pdf.md,基于《财政审计》中“预算分配管理审计”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表,预算分配管理审计疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0042,OPTBUD-0042,BUDV6D-009,财政审计读本-强化预决算管理的审计监督，促进建立现代预算制度：（11）检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,财政审计读本,强化预决算管理的审计监督，促进建立现代预算制度：（11）,E:\2026\审计方法&政策文件\_ocr_output\通用\财政审计读本.pdf.md,基于《财政审计读本》中“强化预决算管理的审计监督，促进建立现代预算制度：（11）”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表,强化预决算管理的审计监督，促进建立现代预算制度：（11）疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0043,OPTBUD-0043,SUPVV6D-050,财政监督检查实务操作指南-制定专项风险防控管理办法。要根据本部门内部控制基本制度，检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 监督检查与经费舞弊,通用/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,财政监督检查实务操作指南,制定专项风险防控管理办法。要根据本部门内部控制基本制度，,E:\2026\审计方法&政策文件\_ocr_output\通用\财政监督检查实务操作指南.pdf.md,基于《财政监督检查实务操作指南》中“制定专项风险防控管理办法。要根据本部门内部控制基本制度，”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,制定专项风险防控管理办法。要根据本部门内部控制基本制度，疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0044,OPTBUD-0044,BUDV6D-045,部门整体预算绩效评价研究-推进绩效评价走向预算绩效管理的对策路径检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,部门整体预算绩效评价研究,推进绩效评价走向预算绩效管理的对策路径,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md,基于《部门整体预算绩效评价研究》中“推进绩效评价走向预算绩效管理的对策路径”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,推进绩效评价走向预算绩效管理的对策路径疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0045,OPTBUD-0045,BUDV6D-053,部门预算执行审计指南-部门预算执行审计的程序和方法检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,部门预算执行审计指南,部门预算执行审计的程序和方法,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md,基于《部门预算执行审计指南》中“部门预算执行审计的程序和方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算执行审计的程序和方法疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0046,OPTBUD-0046,PERFV6D-099,部门预算绩效管理-部门预算绩效管理的理论与方法检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,部门预算绩效管理,部门预算绩效管理的理论与方法,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md,基于《部门预算绩效管理》中“部门预算绩效管理的理论与方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理的理论与方法疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0047,OPTBUD-0047,PERFV6D-107,预算绩效评价方法与指标-预算绩效评价方法与指标.pdf检测算法,算法候选,P0,L3,99,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,ocr_55_books_deep,预算绩效评价方法与指标,预算绩效评价方法与指标.pdf,E:\2026\审计方法&政策文件\_ocr_output\预算\预算绩效评价方法与指标.pdf.md,基于《预算绩效评价方法与指标》中“预算绩效评价方法与指标.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效评价方法与指标.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,,
OPTBUD-0048,OPTBUD-0048,MAGBUD-0009,006财政运行综合绩效评价案例检测算法,杂志案例算法,P0,L3,96,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,006财政运行综合绩效评价,006财政运行综合绩效评价,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\006财 政 运 行 综 合 绩 效 评 价.md,基于杂志案例《006财政运行综合绩效评价》提炼“006财政运行综合绩效评价”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,006财政运行综合绩效评价疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0049,OPTBUD-0049,MAGBUD-0011,007财务运行综合绩效评价：怎么评？如何用？（上）案例检测算法,杂志案例算法,P0,L3,96,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,007财务运行综合绩效评价：怎么评？如何用？（上）,007财务运行综合绩效评价：怎么评？如何用？（上）,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\007财务运行综合绩效评价：怎么评？如何用？（上）.md,基于杂志案例《007财务运行综合绩效评价：怎么评？如何用？（上）》提炼“007财务运行综合绩效评价：怎么评？如何用？（上）”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,007财务运行综合绩效评价：怎么评？如何用？（上）疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0050,OPTBUD-0050,MAGBUD-0015,009多措并举推进财政运行综合绩效评价结果运用案例检测算法,杂志案例算法,P0,L3,96,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,009多措并举推进财政运行综合绩效评价结果运用,009多措并举推进财政运行综合绩效评价结果运用,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\009多措并举推进财政运行综合绩效评价结果运用.md,基于杂志案例《009多措并举推进财政运行综合绩效评价结果运用》提炼“009多措并举推进财政运行综合绩效评价结果运用”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,009多措并举推进财政运行综合绩效评价结果运用疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0051,OPTBUD-0051,MAGBUD-0003,国家审计赋能“双碳”目标：内在逻辑与运作机理案例检测算法,杂志案例算法,P1,L3,94,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,审计观察/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,国家审计赋能“双碳”目标：内在逻辑与运作机理,国家审计赋能“双碳”目标：内在逻辑与运作机理,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\5.国家审计赋能“双碳”目标： 内在逻辑与运作机理.md,基于杂志案例《国家审计赋能“双碳”目标：内在逻辑与运作机理》提炼“国家审计赋能“双碳”目标：内在逻辑与运作机理”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,国家审计赋能“双碳”目标：内在逻辑与运作机理疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0052,OPTBUD-0052,MAGBUD-0055,持续推进财政内控建设的实践与思考案例检测算法,杂志案例算法,P1,L3,91,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,财政监督/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,持续推进财政内控建设的实践与思考,持续推进财政内控建设的实践与思考,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.持续推进财政内控建设的实践与思考.md,基于杂志案例《持续推进财政内控建设的实践与思考》提炼“持续推进财政内控建设的实践与思考”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,持续推进财政内控建设的实践与思考疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0053,OPTBUD-0053,MAGBUD-0004,编制“六张清单”开展自然资源产离任审计案例检测算法,杂志案例算法,P1,L3,91,A,算法候选-严格保留,预算执行与财政管理 / 财政与政府债务 / 绩效评价,审计观察/预算执行与财政管理,案例规则,budget_estimator / data_scout,magazine_435_articles,编制“六张清单”开展自然资源产离任审计,编制“六张清单”开展自然资源产离任审计,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\7.编制“六张清单”开展自然资源产离任审计.md,基于杂志案例《编制“六张清单”开展自然资源产离任审计》提炼“编制“六张清单”开展自然资源产离任审计”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；绩效目标表；绩效评价指标；产出效果数据,编制“六张清单”开展自然资源产离任审计疑点清单、命中规则、风险等级、证据链、核查建议,,
OPTBUD-0054,OPTBUD-0054,BUDV6D-015,中央部门预算执行审计常用定性表述及适用法规向导-中央部门预算执行审计常用定性表述及适用法规向导.pdf检测算法,算法候选,P1,L3,89,A,算法候选-严格保留,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,ocr_55_books_deep,中央部门预算执行审计常用定性表述及适用法规向导,中央部门预算执行审计常用定性表述及适用法规向导.pdf,E:\2026\审计方法&政策文件\_ocr_output\预算\中央部门预算执行审计常用定性表述及适用法规向导.pdf.md,基于《中央部门预算执行审计常用定性表述及适用法规向导》中“中央部门预算执行审计常用定性表述及适用法规向导.pdf”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,中央部门预算执行审计常用定性表述及适用法规向导.pdf疑点清单、风险等级、命中规则、涉及金额、核查建议,,
