sn,name,type,package_kind,priority,complexity,scene,biz_line,risk_mechanism,assigned_agents,source_kind,source_top,source_title,topic,merge_action,audit_goal,data_dependencies,output_type,source_file
ENGV6D-032,新能源发电工竣工决算编制理论与实务-预算编制科学性证据链包,证据包,evidence_pack,P1,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,新能源发电工竣工决算编制理论与实务,预算编制科学性,新增,基于《新能源发电工竣工决算编制理论与实务》中“预算编制科学性”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算编制科学性证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\预算\新能源发电工竣工决算编制理论与实务.pdf.md
ENGV6D-033,新能源发电工竣工决算编制理论与实务-预算绩效指标检测算法,算法候选,algorithm,P1,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,新能源发电工竣工决算编制理论与实务,预算绩效指标,新增,基于《新能源发电工竣工决算编制理论与实务》中“预算绩效指标”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效指标疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\新能源发电工竣工决算编制理论与实务.pdf.md
ENGV6D-034,新能源发电工竣工决算编制理论与实务-支出标准执行规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,新能源发电工竣工决算编制理论与实务,支出标准执行,新增,基于《新能源发电工竣工决算编制理论与实务》中“支出标准执行”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,支出标准执行规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\新能源发电工竣工决算编制理论与实务.pdf.md
ENGV6D-035,水利基本建设项目竣工财务决算编制教程-预算执行偏离检测算法,算法候选,algorithm,P0,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,预算执行偏离,新增,基于《水利基本建设项目竣工财务决算编制教程》中“预算执行偏离”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算执行偏离疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-036,水利基本建设项目竣工财务决算编制教程-预算编制科学性规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,预算编制科学性,新增,基于《水利基本建设项目竣工财务决算编制教程》中“预算编制科学性”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算编制科学性规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-037,水利基本建设项目竣工财务决算编制教程-预算绩效指标指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,预算绩效指标,新增,基于《水利基本建设项目竣工财务决算编制教程》中“预算绩效指标”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效指标指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-038,水利基本建设项目竣工财务决算编制教程-支出标准执行检测算法,算法候选,algorithm,P1,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,支出标准执行,新增,基于《水利基本建设项目竣工财务决算编制教程》中“支出标准执行”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,支出标准执行疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-039,水利基本建设项目竣工财务决算编制教程-项目库重复申报内控核查包,内控包,control_pack,P1,L2,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,项目库重复申报,新增,基于《水利基本建设项目竣工财务决算编制教程》中“项目库重复申报”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,项目库重复申报控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-040,水利基本建设项目竣工财务决算编制教程-财政资金支付进度规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,财政资金支付进度,新增,基于《水利基本建设项目竣工财务决算编制教程》中“财政资金支付进度”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,财政资金支付进度规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-041,水利基本建设项目竣工财务决算编制教程-决算草案定性指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,决算草案定性,新增,基于《水利基本建设项目竣工财务决算编制教程》中“决算草案定性”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,决算草案定性指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-042,水利基本建设项目竣工财务决算编制教程-存量资金清理证据链包,证据包,evidence_pack,P1,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,存量资金清理,新增,基于《水利基本建设项目竣工财务决算编制教程》中“存量资金清理”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,存量资金清理证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-043,水利基本建设项目竣工财务决算编制教程-公用经费异常检测算法,算法候选,algorithm,P1,L3,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,公用经费异常,新增,基于《水利基本建设项目竣工财务决算编制教程》中“公用经费异常”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,公用经费异常疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
ENGV6D-044,水利基本建设项目竣工财务决算编制教程-政府采购预算约束规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 工程与投资审计 / 绩效评价,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,水利基本建设项目竣工财务决算编制教程,政府采购预算约束,新增,基于《水利基本建设项目竣工财务决算编制教程》中“政府采购预算约束”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,政府采购预算约束规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\水利基本建设项目竣工财务决算编制教程.pdf.md
BUDV6D-045,部门整体预算绩效评价研究-推进绩效评价走向预算绩效管理的对策路径检测算法,算法候选,algorithm,P0,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,推进绩效评价走向预算绩效管理的对策路径,新增,基于《部门整体预算绩效评价研究》中“推进绩效评价走向预算绩效管理的对策路径”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,推进绩效评价走向预算绩效管理的对策路径疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-046,部门整体预算绩效评价研究-部门整体预算绩效评价的工具与方法规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,部门整体预算绩效评价的工具与方法,新增,基于《部门整体预算绩效评价研究》中“部门整体预算绩效评价的工具与方法”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门整体预算绩效评价的工具与方法规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-047,部门整体预算绩效评价研究-我国部门整体预算绩效评价的方式方法·…·指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,我国部门整体预算绩效评价的方式方法·…·,新增,基于《部门整体预算绩效评价研究》中“我国部门整体预算绩效评价的方式方法·…·”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,我国部门整体预算绩效评价的方式方法·…·指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-048,部门整体预算绩效评价研究-我国部门整体预算绩效评价存在的问题及完善建议检测算法,算法候选,algorithm,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,我国部门整体预算绩效评价存在的问题及完善建议,新增,基于《部门整体预算绩效评价研究》中“我国部门整体预算绩效评价存在的问题及完善建议”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,我国部门整体预算绩效评价存在的问题及完善建议疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-049,部门整体预算绩效评价研究-部门整体预算绩效评价指标体系构建内控核查包,内控包,control_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,部门整体预算绩效评价指标体系构建,新增,基于《部门整体预算绩效评价研究》中“部门整体预算绩效评价指标体系构建”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门整体预算绩效评价指标体系构建控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-050,部门整体预算绩效评价研究-我国部门整体预算绩效评价指标体系的发展与完善·169规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,我国部门整体预算绩效评价指标体系的发展与完善·169,新增,基于《部门整体预算绩效评价研究》中“我国部门整体预算绩效评价指标体系的发展与完善·169”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,我国部门整体预算绩效评价指标体系的发展与完善·169规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-051,部门整体预算绩效评价研究-预算绩效评价指标体系设计理论模型及其在指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,预算绩效评价指标体系设计理论模型及其在,新增,基于《部门整体预算绩效评价研究》中“预算绩效评价指标体系设计理论模型及其在”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,预算绩效评价指标体系设计理论模型及其在指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-052,部门整体预算绩效评价研究-部门整体预算绩效评价指标体系的完善思路·证据链包,证据包,evidence_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门整体预算绩效评价研究,部门整体预算绩效评价指标体系的完善思路·,新增,基于《部门整体预算绩效评价研究》中“部门整体预算绩效评价指标体系的完善思路·”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门整体预算绩效评价指标体系的完善思路·证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\预算\部门整体预算绩效评价研究.pdf.md
BUDV6D-053,部门预算执行审计指南-部门预算执行审计的程序和方法检测算法,算法候选,algorithm,P0,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算执行审计的程序和方法,新增,基于《部门预算执行审计指南》中“部门预算执行审计的程序和方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算执行审计的程序和方法疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
BUDV6D-054,部门预算执行审计指南-部门预算编制和批复业务审计内容和方法规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算编制和批复业务审计内容和方法,新增,基于《部门预算执行审计指南》中“部门预算编制和批复业务审计内容和方法”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算编制和批复业务审计内容和方法规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
BUDV6D-055,部门预算执行审计指南-部门预算资金拨付审计指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算资金拨付审计,新增,基于《部门预算执行审计指南》中“部门预算资金拨付审计”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算资金拨付审计指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
BUDV6D-056,部门预算执行审计指南-部门预算资金拨付业务概述和审计目标检测算法,算法候选,algorithm,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算资金拨付业务概述和审计目标,新增,基于《部门预算执行审计指南》中“部门预算资金拨付业务概述和审计目标”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算资金拨付业务概述和审计目标疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
BUDV6D-057,部门预算执行审计指南-部门预算基本支出业务审计内容和方法内控核查包,内控包,control_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算基本支出业务审计内容和方法,新增,基于《部门预算执行审计指南》中“部门预算基本支出业务审计内容和方法”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算基本支出业务审计内容和方法控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
BUDV6D-058,部门预算执行审计指南-部门预算执行审计指南.pdf规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算执行审计指南.pdf,新增,基于《部门预算执行审计指南》中“部门预算执行审计指南.pdf”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算执行审计指南.pdf规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
BUDV6D-059,部门预算执行审计指南-部门预算执行审计环境指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算执行审计环境,新增,基于《部门预算执行审计指南》中“部门预算执行审计环境”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算执行审计环境指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
BUDV6D-060,部门预算执行审计指南-部门预算和财务管理体制证据链包,证据包,evidence_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,异常性,budget_estimator / data_scout,book,预算,部门预算执行审计指南,部门预算和财务管理体制,新增,基于《部门预算执行审计指南》中“部门预算和财务管理体制”相关内容，贯通审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算和财务管理体制证据链节点、证据缺口、访谈对象、底稿索引、结论边界,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算执行审计指南.pdf.md
PERFV6D-099,部门预算绩效管理-部门预算绩效管理的理论与方法检测算法,算法候选,algorithm,P0,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门预算绩效管理,部门预算绩效管理的理论与方法,新增,基于《部门预算绩效管理》中“部门预算绩效管理的理论与方法”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理的理论与方法疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
PERFV6D-100,部门预算绩效管理-部门预算绩效管理.pdf规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门预算绩效管理,部门预算绩效管理.pdf,新增,基于《部门预算绩效管理》中“部门预算绩效管理.pdf”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理.pdf规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
PERFV6D-101,部门预算绩效管理-部门预算绩效管理概述指标包,指标包,indicator_pack,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门预算绩效管理,部门预算绩效管理概述,新增,基于《部门预算绩效管理》中“部门预算绩效管理概述”相关内容，量化评价审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理概述指标名称、指标值、标准值、偏离率、评分和扣分原因,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
PERFV6D-102,部门预算绩效管理-部门预算绩效管理的定位检测算法,算法候选,algorithm,P1,L3,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,绩效偏离,budget_estimator / data_scout,book,预算,部门预算绩效管理,部门预算绩效管理的定位,新增,基于《部门预算绩效管理》中“部门预算绩效管理的定位”相关内容，识别审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理的定位疑点清单、风险等级、命中规则、涉及金额、核查建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
PERFV6D-103,部门预算绩效管理-部门预算绩效管理的范式演变内控核查包,内控包,control_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门预算绩效管理,部门预算绩效管理的范式演变,新增,基于《部门预算绩效管理》中“部门预算绩效管理的范式演变”相关内容，核查审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,部门预算绩效管理的范式演变控制点、缺陷类型、责任环节、整改任务、复核状态,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
PERFV6D-104,部门预算绩效管理-绩效管理方法规则包,规则包,rule_pack,P1,L2,预算执行与财政管理 / 绩效评价 / 财政与政府债务,预算/预算执行与财政管理,合规性,budget_estimator / data_scout,book,预算,部门预算绩效管理,绩效管理方法,新增,基于《部门预算绩效管理》中“绩效管理方法”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,绩效管理方法规则编号、规则说明、触发条件、证据资料、处理建议,E:\2026\审计方法&政策文件\_ocr_output\预算\部门预算绩效管理.pdf.md
