asset_id,asset_type,source_type,package_sn,quality_score,quality_tier,scene,topic,name,description,input_fields,condition,output,priority,library_source,source_file
RULEPKG-ENGV6D-002,audit_rule_pack,package_level_rule,ENGV6D-002,69,C,工程与投资审计 / 招投标与政府采购 / 财政与政府债务,EPC政策合规,工程总承包政策精要-EPC政策合规规则包,基于《工程总承包政策精要》中“EPC政策合规”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；工程量清单；结算书；签证变更；竣工资料；采购公告,按包内审计目标、风险假设和输出字段触发,EPC政策合规规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\工程\工程总承包政策精要.pdf.md
RULEPKG-MAGENG-0001,audit_rule_pack,package_level_rule,MAGENG-0001,66,C,工程与投资审计 / 招投标与政府采购 / 财政与政府债务,制度升级筑牢防线监督制衡守护公益,制度升级筑牢防线监督制衡守护公益案例规则包,基于杂志案例《制度升级筑牢防线监督制衡守护公益》提炼“制度升级筑牢防线监督制衡守护公益”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；内控制度；会计凭证；工作底稿,按包内审计目标、风险假设和输出字段触发,制度升级筑牢防线监督制衡守护公益规则编号、触发条件、适用场景、证据资料、处理建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\007.制度升级筑牢防线监督制衡守护公益.md
RULEPKG-ENGV6D-006,audit_rule_pack,package_level_rule,ENGV6D-006,69,C,工程与投资审计 / 招投标与政府采购 / 财政与政府债务,竣工决算费用归集,工程总承包政策精要-竣工决算费用归集规则包,基于《工程总承包政策精要》中“竣工决算费用归集”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；工程量清单；结算书；签证变更；竣工资料；采购公告,按包内审计目标、风险假设和输出字段触发,竣工决算费用归集规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\工程\工程总承包政策精要.pdf.md
RULEPKG-ENGV6D-014,audit_rule_pack,package_level_rule,ENGV6D-014,69,C,工程与投资审计 / 招投标与政府采购 / 财政与政府债务,签证变更异常,工程项目利润创造与造价风险控制-签证变更异常规则包,基于《工程项目利润创造与造价风险控制》中“签证变更异常”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,按包内审计目标、风险假设和输出字段触发,签证变更异常规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\工程\工程项目利润创造与造价风险控制.pdf.md
RULEPKG-ENGV6D-018,audit_rule_pack,package_level_rule,ENGV6D-018,69,C,工程与投资审计 / 招投标与政府采购 / 财政与政府债务,项目利润异常,工程项目利润创造与造价风险控制-项目利润异常规则包,基于《工程项目利润创造与造价风险控制》中“项目利润异常”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；工程量清单；结算书,按包内审计目标、风险假设和输出字段触发,项目利润异常规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\工程\工程项目利润创造与造价风险控制.pdf.md
RULEPKG-ENGV6D-046,audit_rule_pack,package_level_rule,ENGV6D-046,60,C,工程与投资审计 / 财政与政府债务 / 资源环境审计,城中村改造关键风险点审计思路,城中村改造关键风险点审计思路案例规则包,基于《城中村改造关键风险点审计思路》中“城中村改造关键风险点审计思路”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；工程量清单；结算书；签证变更；竣工资料；遥感图斑,按包内审计目标、风险假设和输出字段触发,城中村改造关键风险点审计思路规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\城中村改造关键风险点审计思路.md
RULEPKG-ENGV6D-047,audit_rule_pack,package_level_rule,ENGV6D-047,60,C,工程与投资审计 / 财政与政府债务 / 资源环境审计,微动探测技术在隐蔽工程审计中的应用,微动探测技术在隐蔽工程审计中的应用案例规则包,基于《微动探测技术在隐蔽工程审计中的应用》中“微动探测技术在隐蔽工程审计中的应用”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；工程量清单；结算书；签证变更；竣工资料；遥感图斑,按包内审计目标、风险假设和输出字段触发,微动探测技术在隐蔽工程审计中的应用规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\微动探测技术在隐蔽工程审计中的应用.md
RULEPKG-SOCV6D-003,audit_rule_pack,package_level_rule,SOCV6D-003,60,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准审计细把脉深处发力提质效——浙江省宁波市审计,精准审计细把脉深处发力提质效——浙江省宁波市审计案例规则包,基于《精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结》中“精准审计细把脉深处发力提质效——浙江省宁波市审计”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告；投标文件；供应商信息；中标合同,按包内审计目标、风险假设和输出字段触发,精准审计细把脉深处发力提质效——浙江省宁波市审计规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准审计细把脉 深处发力提质效——浙江省宁波市审计局开展公立医院和药品医疗器械生产经销使用情况专项审计调查经验总结.md
RULEPKG-SOCV6D-004,audit_rule_pack,package_level_rule,SOCV6D-004,57,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,精准监督促医改靶向发力增福祉——江苏省盐城市医药,精准监督促医改靶向发力增福祉——江苏省盐城市医药案例规则包,基于《精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结》中“精准监督促医改靶向发力增福祉——江苏省盐城市医药”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,按包内审计目标、风险假设和输出字段触发,精准监督促医改靶向发力增福祉——江苏省盐城市医药规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\精准监督促医改 靶向发力增福祉——江苏省盐城市医药卫生体制改革政策措施落实情况专项审计调查经验总结.md
RULEPKG-SOCV6D-005,audit_rule_pack,package_level_rule,SOCV6D-005,60,C,民生与社保医保 / 招投标与政府采购 / 预算执行与财政管理,聚焦重点系统施策以审促治——重庆市审计局开展公立,聚焦重点系统施策以审促治——重庆市审计局开展公立案例规则包,基于《聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结》中“聚焦重点系统施策以审促治——重庆市审计局开展公立”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；采购公告；投标文件；供应商信息；中标合同,按包内审计目标、风险假设和输出字段触发,聚焦重点系统施策以审促治——重庆市审计局开展公立规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\聚焦重点 系统施策 以审促治——重庆市审计局开展公立医院药械采购及医疗收费专项审计调查经验总结.md
RULEPKG-SOCV6D-002,audit_rule_pack,package_level_rule,SOCV6D-002,52,D,民生与社保医保 / 监督检查与经费舞弊,以正确政绩观书写审计“为民答卷”,以正确政绩观书写审计“为民答卷”案例规则包,基于《以正确政绩观书写审计“为民答卷”》中“以正确政绩观书写审计“为民答卷””相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,按包内审计目标、风险假设和输出字段触发,以正确政绩观书写审计“为民答卷”规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以正确政绩观书写审计“为民答卷”.md
RULEPKG-SOCV6D-001,audit_rule_pack,package_level_rule,SOCV6D-001,60,C,民生与社保医保 / 绩效评价 / 金融审计,“一老一小”政策落实情况审计关注重点,“一老一小”政策落实情况审计关注重点案例规则包,基于《“一老一小”政策落实情况审计关注重点》中““一老一小”政策落实情况审计关注重点”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷,按包内审计目标、风险假设和输出字段触发,“一老一小”政策落实情况审计关注重点规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\“一老一小”政策落实情况审计关注重点.md
RULEPKG-MAGSOC-0008,audit_rule_pack,package_level_rule,MAGSOC-0008,58,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,001呵护我们共有“生态”,001呵护我们共有“生态”案例规则包,基于杂志案例《001呵护我们共有“生态”》提炼“001呵护我们共有“生态””审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,按包内审计目标、风险假设和输出字段触发,001呵护我们共有“生态”规则编号、触发条件、适用场景、证据资料、处理建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\001呵护我们共有“生态”.md
RULEPKG-MAGSOC-0003,audit_rule_pack,package_level_rule,MAGSOC-0003,64,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,中华人民共和国国务院令,中华人民共和国国务院令案例规则包,基于杂志案例《中华人民共和国国务院令》提炼“中华人民共和国国务院令”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,按包内审计目标、风险假设和输出字段触发,中华人民共和国国务院令规则编号、触发条件、适用场景、证据资料、处理建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\005.中华人民共和国国务院令.md
RULEPKG-MAGSOC-0071,audit_rule_pack,package_level_rule,MAGSOC-0071,71,B,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,以成本效益分析法推动财政支出标准体系建设初探,以成本效益分析法推动财政支出标准体系建设初探案例规则包,基于杂志案例《以成本效益分析法推动财政支出标准体系建设初探》提炼“以成本效益分析法推动财政支出标准体系建设初探”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,按包内审计目标、风险假设和输出字段触发,以成本效益分析法推动财政支出标准体系建设初探规则编号、触发条件、适用场景、证据资料、处理建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\7.以成本效益分析法推动财政支出标准体系建设初探.md
RULEPKG-MAGSOC-0002,audit_rule_pack,package_level_rule,MAGSOC-0002,62,C,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,推动解决政府采购异常低价问题的通知,推动解决政府采购异常低价问题的通知案例规则包,基于杂志案例《关于推动解决政府采购异常低价问题的通知》提炼“推动解决政府采购异常低价问题的通知”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；采购公告；投标文件；供应商信息,按包内审计目标、风险假设和输出字段触发,推动解决政府采购异常低价问题的通知规则编号、触发条件、适用场景、证据资料、处理建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\004.关于推动解决政府采购异常低价问题的通知.md
RULEPKG-MAGSOC-0040,audit_rule_pack,package_level_rule,MAGSOC-0040,86,A,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,税款滞纳金能否超过本金,税款滞纳金能否超过本金案例规则包,基于杂志案例《税款滞纳金能否超过本金》提炼“税款滞纳金能否超过本金”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；纳税申报表；发票明细；税收优惠台账,按包内审计目标、风险假设和输出字段触发,税款滞纳金能否超过本金规则编号、触发条件、适用场景、证据资料、处理建议,P0,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\财政监督\17.税款滞纳金能否超过本金.md
RULEPKG-MAGSOC-0004,audit_rule_pack,package_level_rule,MAGSOC-0004,74,B,民生与社保医保 / 预算执行与财政管理 / 招投标与政府采购,金融支持新型工业化的指导意见,金融支持新型工业化的指导意见案例规则包,基于杂志案例《关于金融支持新型工业化的指导意见》提炼“金融支持新型工业化的指导意见”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；预算指标表；财政支出明细；项目资金台账；合同流水；授信审批；还款记录,按包内审计目标、风险假设和输出字段触发,金融支持新型工业化的指导意见规则编号、触发条件、适用场景、证据资料、处理建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\四川注册会计师\006.关于金融支持新型工业化的指导意见.md
RULEPKG-SUPVV6D-061,audit_rule_pack,package_level_rule,SUPVV6D-061,27,D,监督检查与经费舞弊,审计署党组召开会议学习贯彻习近平总书记,审计署党组召开会议学习贯彻习近平总书记案例规则包,基于《审计署党组召开会议学习贯彻习近平总书记》中“审计署党组召开会议学习贯彻习近平总书记”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单,按包内审计目标、风险假设和输出字段触发,审计署党组召开会议学习贯彻习近平总书记规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\审计署党组召开会议学习贯彻习近平总书记.md
RULEPKG-SUPVV6D-065,audit_rule_pack,package_level_rule,SUPVV6D-065,55,C,监督检查与经费舞弊 / 农业农村审计 / 民生与社保医保,高举思想旗帜凝聚奋进力量以审计文化建设赋能审计事,高举思想旗帜凝聚奋进力量以审计文化建设赋能审计事案例规则包,基于《高举思想旗帜 凝聚奋进力量以审计文化建设赋能审计事业高质量发展》中“高举思想旗帜凝聚奋进力量以审计文化建设赋能审计事”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；农户信息；土地确权；保单理赔；补贴发放,按包内审计目标、风险假设和输出字段触发,高举思想旗帜凝聚奋进力量以审计文化建设赋能审计事规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\高举思想旗帜 凝聚奋进力量以审计文化建设赋能审计事业高质量发展.md
RULEPKG-SUPVV6D-063,audit_rule_pack,package_level_rule,SUPVV6D-063,68,C,监督检查与经费舞弊 / 招投标与政府采购 / 预算执行与财政管理,穿透式监管与高校内部审计融合路径探析,穿透式监管与高校内部审计融合路径探析案例规则包,基于《穿透式监管与高校内部审计融合路径探析》中“穿透式监管与高校内部审计融合路径探析”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；采购公告；投标文件,按包内审计目标、风险假设和输出字段触发,穿透式监管与高校内部审计融合路径探析规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\穿透式监管与高校内部审计融合路径探析.md
RULEPKG-SUPVV6D-062,audit_rule_pack,package_level_rule,SUPVV6D-062,60,C,监督检查与经费舞弊 / 经济责任审计 / 民生与社保医保,政治铸魂固本强基为经济社会高质量发展提供审计保障,政治铸魂固本强基为经济社会高质量发展提供审计保障案例规则包,基于《政治铸魂 固本强基为经济社会高质量发展提供审计保障》中“政治铸魂固本强基为经济社会高质量发展提供审计保障”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；会议纪要；三重一大事项；责任人岗位信息,按包内审计目标、风险假设和输出字段触发,政治铸魂固本强基为经济社会高质量发展提供审计保障规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\政治铸魂 固本强基为经济社会高质量发展提供审计保障.md
RULEPKG-SUPVV6D-068,audit_rule_pack,package_level_rule,SUPVV6D-068,35,D,监督检查与经费舞弊 / 经济责任审计 / 绩效评价,我国审计学人才自主培养模式探索与创新2026年全,我国审计学人才自主培养模式探索与创新2026年全案例规则包,基于《我国审计学人才自主培养模式探索与创新2026年全国审计学专业教育联盟会议综述》中“我国审计学人才自主培养模式探索与创新2026年全”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,按包内审计目标、风险假设和输出字段触发,我国审计学人才自主培养模式探索与创新2026年全规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\我国审计学人才自主培养模式探索与创新2026年全国审计学专业教育联盟会议综述.md
RULEPKG-PERFV6D-121,audit_rule_pack,package_level_rule,PERFV6D-121,60,C,监督检查与经费舞弊 / 经济责任审计 / 预算执行与财政管理,内部控制视角下审计监督提升事业单位绩效管理路径研,内部控制视角下审计监督提升事业单位绩效管理路径研案例规则包,基于《内部控制视角下审计监督提升事业单位绩效管理路径研究》中“内部控制视角下审计监督提升事业单位绩效管理路径研”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；会议纪要；三重一大事项,按包内审计目标、风险假设和输出字段触发,内部控制视角下审计监督提升事业单位绩效管理路径研规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\内部控制视角下审计监督提升事业单位绩效管理路径研究.md
RULEPKG-SUPVV6D-060,audit_rule_pack,package_level_rule,SUPVV6D-060,65,C,监督检查与经费舞弊 / 经济责任审计 / 预算执行与财政管理,去向不明的会计档案,去向不明的会计档案案例规则包,基于《去向不明的会计档案》中“去向不明的会计档案”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；会议纪要；三重一大事项；责任人岗位信息；农户信息；土地确权,按包内审计目标、风险假设和输出字段触发,去向不明的会计档案规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\去向不明的会计档案.md
RULEPKG-SUPVV6D-067,audit_rule_pack,package_level_rule,SUPVV6D-067,65,C,监督检查与经费舞弊 / 绩效评价 / 民生与社保医保,印度审计署2023-2030年战略规划概况,印度审计署2023-2030年战略规划概况案例规则包,基于《印度审计署2023-2030年战略规划概况》中“印度审计署2023-2030年战略规划概况”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷,按包内审计目标、风险假设和输出字段触发,印度审计署2023-2030年战略规划概况规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\2经济责任审计_6期\印度审计署2023-2030年战略规划概况.md
RULEPKG-SUPVV6D-058,audit_rule_pack,package_level_rule,SUPVV6D-058,55,C,监督检查与经费舞弊 / 资源环境审计 / 国企审计,以有力有效的审计监督助力上海在长三角一体化发展中,以有力有效的审计监督助力上海在长三角一体化发展中案例规则包,基于《以有力有效的审计监督助力上海在长三角一体化发展中更好发挥龙头带动作用》中“以有力有效的审计监督助力上海在长三角一体化发展中”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；遥感图斑；自然资源审批；执法整改台账,按包内审计目标、风险假设和输出字段触发,以有力有效的审计监督助力上海在长三角一体化发展中规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\以有力有效的审计监督助力上海在长三角一体化发展中更好发挥龙头带动作用.md
RULEPKG-MAGSUPV-0069,audit_rule_pack,package_level_rule,MAGSUPV-0069,67,C,监督检查与经费舞弊 / 资源环境审计 / 经济责任审计,走出不限于内部审计的后续审计误区,走出不限于内部审计的后续审计误区案例规则包,基于杂志案例《走出不限于内部审计的后续审计误区》提炼“走出不限于内部审计的后续审计误区”审计算法/规则，用于复用审计经验、生成疑点线索和核查程序。,文章案例文本；审计事项清单；问题线索台账；审计证据资料；内控制度；会计凭证；工作底稿；整改台账；审计报告相关数据,按包内审计目标、风险假设和输出字段触发,走出不限于内部审计的后续审计误区规则编号、触发条件、适用场景、证据资料、处理建议,P1,magazine_435_articles,D:\openclaw-workspace\knowledge\11-杂志文献\审计观察\16.走出不限于内部审计的 后续审计误区.md
RULEPKG-SUPVV6D-059,audit_rule_pack,package_level_rule,SUPVV6D-059,60,C,监督检查与经费舞弊 / 预算执行与财政管理 / 民生与社保医保,侯凯为审计署党员干部讲授树立和践行正确政绩观学习,侯凯为审计署党员干部讲授树立和践行正确政绩观学习案例规则包,基于《侯凯为审计署党员干部讲授树立和践行正确政绩观学习教育专题党课》中“侯凯为审计署党员干部讲授树立和践行正确政绩观学习”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表,按包内审计目标、风险假设和输出字段触发,侯凯为审计署党员干部讲授树立和践行正确政绩观学习规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\1中国审计_7期\侯凯为审计署党员干部讲授树立和践行正确政绩观学习教育专题党课.md
RULEPKG-PERFV6D-062,audit_rule_pack,package_level_rule,PERFV6D-062,69,C,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,主要职能部门在内部控制建设中的角色分析,行政事业单位内部控制建设原理与操作实务-主要职能部门在内部控制建设中的角色分析规则包,基于《行政事业单位内部控制建设原理与操作实务》中“主要职能部门在内部控制建设中的角色分析”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,按包内审计目标、风险假设和输出字段触发,主要职能部门在内部控制建设中的角色分析规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制建设原理与操作实务.pdf.md
RULEPKG-SUPVV6D-042,audit_rule_pack,package_level_rule,SUPVV6D-042,69,C,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,其他内部控制方法/44,行政事业单位内部控制体系建设全流程操作指南-其他内部控制方法/44规则包,基于《行政事业单位内部控制体系建设全流程操作指南》中“其他内部控制方法/44”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；绩效指标表；产出效果数据；满意度问卷；采购公告；投标文件,按包内审计目标、风险假设和输出字段触发,其他内部控制方法/44规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设全流程操作指南.pdf.md
RULEPKG-SUPVV6D-049,audit_rule_pack,package_level_rule,SUPVV6D-049,69,C,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,内控缺陷矩阵,行政事业单位内部控制体系建设实操手册-内控缺陷矩阵规则包,基于《行政事业单位内部控制体系建设实操手册》中“内控缺陷矩阵”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,按包内审计目标、风险假设和输出字段触发,内控缺陷矩阵规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制体系建设实操手册.pdf.md
RULEPKG-PERFV6D-072,audit_rule_pack,package_level_rule,PERFV6D-072,69,C,监督检查与经费舞弊 / 预算执行与财政管理 / 经济责任审计,内控缺陷矩阵,行政事业单位内部控制规范实施指南-内控缺陷矩阵规则包,基于《行政事业单位内部控制规范实施指南》中“内控缺陷矩阵”相关内容，固化审计对象在合规性、真实性、绩效性和责任链方面的风险，形成可复核的疑点、规则或指标输出。,项目台账；财务收支明细；合同与审批资料；支付凭证；审计发现清单；预算批复表；预算调整表；绩效目标表；绩效指标表；产出效果数据,按包内审计目标、风险假设和输出字段触发,内控缺陷矩阵规则编号、规则说明、触发条件、证据资料、处理建议,P1,ocr_55_books_deep,E:\2026\审计方法&政策文件\_ocr_output\通用\行政事业单位内部控制规范实施指南.pdf.md
